url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,clean_title,source_name,sentiment_label,sentiment_score
https://www.breitbart.com/economy/2026/01/19/economists-turn-bullish-on-trump-economy/,https://www.breitbart.com/economy/2026/01/19/economists-turn-bullish-on-trump-economy/amp/,Economists Turn Bullish On Trump Economy,20260119T190000Z,https://media.breitbart.com/media/2026/01/GettyImages-2181602938-1-e1768841190898-638x335.jpg,breitbart.com,English,United States,economists turn bullish on trump economy,breitbart.com,negative,0.6819466352462769
https://www.fxstreet.com/news/eur-usd-price-forecast-bears-await-break-below-100-day-sma-support-near-11665-area-202601050509,https://www.fxstreet.com/amp/news/eur-usd-price-forecast-bears-await-break-below-100-day-sma-support-near-11665-area-202601050509,EUR / USD price forecast : Eyes 100 - day SMA support near 1 . 1665,20260105T054500Z,https://editorial.fxstreet.com/images/i/bearish-computer_Medium.png,fxstreet.com,English,China,eur  usd price forecast  eyes 100  day sma support near 1  1665,fxstreet.com,neutral,0.5012593269348145
https://www.cnbc.com/2026/01/14/trump-threat-war-fed-powell-financial-stability-economy-banks-attack-federal-reserve-risk.html,https://www.cnbc.com/amp/2026/01/14/trump-threat-war-fed-powell-financial-stability-economy-banks-attack-federal-reserve-risk.html,Trump war on Fed poses threat to financial stability : Trichet,20260114T143000Z,https://image.cnbcfm.com/api/v1/image/108200236-17581365432025-09-17t191227z_1013455012_rc2vtgah0h03_rtrmadp_0_usa-fed.jpeg?v=1758136641,cnbc.com,English,United States,trump war on fed poses threat to financial stability  trichet,cnbc.com,neutral,0.5736075043678284
https://www.fxstreet.com/news/eur-usd-slides-to-11650-as-strong-us-jobs-data-boosts-dollar-202601082157,https://www.fxstreet.com/amp/news/eur-usd-slides-to-11650-as-strong-us-jobs-data-boosts-dollar-202601082157,EUR / USD slides to 1 . 1650 as strong US jobs data boosts Dollar,20260108T233000Z,https://editorial.fxsstatic.com/images/i/EURUSD-bearish-line_Medium.png,fxstreet.com,English,China,eur  usd slides to 1  1650 as strong us jobs data boosts dollar,fxstreet.com,negative,0.8540902733802795
https://www.lastampa.it/economia/2026/01/16/news/ecb_lane_rates_fed_europe_crisis-15469775/,https://www.lastampa.it/economia/2026/01/16/news/ecb_lane_rates_fed_europe_crisis-15469775/amp/,"Lane :  Attacks on the Fed could trigger shocks , Europe urgently needs to accelerate growth  ",20260116T030000Z,https://www.gedistatic.it/content/gnn/img/lastampa/2026/01/15/205039125-83616bec-1b80-4d08-97aa-743ece18199a.jpg,lastampa.it,English,Italy,lane   attacks on the fed could trigger shocks  europe urgently needs to accelerate growth,lastampa.it,negative,0.8170506358146667
https://www.investopedia.com/articles/forex/06/centralbanks.asp,,Major Central Banks : Understanding Their Role and Influence,20260121T024500Z,https://www.investopedia.com/thmb/KYpwEOepxEiZD_1485pWswaNE4s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-1246652809-9232cebf0938444191353cddfc926f8e.jpg,investopedia.com,English,United States,major central banks  understanding their role and influence,investopedia.com,neutral,0.922416090965271
https://www.marketplace.org/story/2026/01/28/us-dollar-weakening-is-bad-news-for-countries-that-use-the-euro,,U . S . dollar weakening is bad news for countries that use the euro,20260129T010000Z,https://img.apmcdn.org/94b6a58e2e5b22460c924a57816fcba38803436c/widescreen/0988f6-20260128-euro-rising-2000.jpg,marketplace.org,English,United States,u  s  dollar weakening is bad news for countries that use the euro,marketplace.org,negative,0.9649529457092285
https://www.fxstreet.com/news/eur-usd-hits-five-year-peak-above-12080-as-trump-dismisses-dollar-202601272255,https://www.fxstreet.com/amp/news/eur-usd-hits-five-year-peak-above-12080-as-trump-dismisses-dollar-202601272255,EUR / USD hits five - year peak above 1 . 2080 as Trump dismisses Dollar,20260128T003000Z,https://editorial.fxsstatic.com/images/i/EURUSD-bullish-line_Medium.png,fxstreet.com,English,China,eur  usd hits five  year peak above 1  2080 as trump dismisses dollar,fxstreet.com,positive,0.5859482288360596
https://www.fxstreet.com/news/eur-usd-falls-toward-11850-due-to-safe-haven-demand-202601260107,https://www.fxstreet.com/amp/news/eur-usd-falls-toward-11850-due-to-safe-haven-demand-202601260107,EUR / USD falls toward 1 . 1850 due to safe - haven demand,20260126T014500Z,https://editorial.fxsstatic.com/images/i/EURUSD-bearish-line_Medium.png,fxstreet.com,English,China,eur  usd falls toward 1  1850 due to safe  haven demand,fxstreet.com,negative,0.8466981649398804
https://www.fxstreet.com/analysis/eur-usd-forecast-euro-nears-one-month-lows-at-11618-amid-a-firm-us-dollar-202601150727,https://www.fxstreet.com/amp/analysis/eur-usd-forecast-euro-nears-one-month-lows-at-11618-amid-a-firm-us-dollar-202601150727,EUR / USD Forecast : Euro nears one - month lows at 1 . 1618 amid a firm US Dollar,20260115T120000Z,https://editorial.fxsstatic.com/images/i/EURUSD-bearish-line_Medium.png,fxstreet.com,English,China,eur  usd forecast  euro nears one  month lows at 1  1618 amid a firm us dollar,fxstreet.com,negative,0.9326187372207642
https://timesofoman.com/article/167640-us-fed-keeps-rates-unchanged-despite-trump-pressure,,US Fed keeps rates unchanged despite Trump pressure,20260129T061500Z,https://shabiba.eu-central-1.linodeobjects.com/2026/01/1769653042-1769653041-gits3hiabffz-700x400.jpg,timesofoman.com,English,Oman,us fed keeps rates unchanged despite trump pressure,timesofoman.com,neutral,0.7610142230987549
https://www.fx-mm.com/resources/economic-calendar/,,Economic Calendar Guide : Key Events That Move Markets,20260119T131500Z,,fx-mm.com,English,United Kingdom,economic calendar guide  key events that move markets,fx-mm.com,neutral,0.9403194785118103
https://www.firstpost.com/world/fed-holds-interest-rates-steady-resists-trumps-pressure-for-cuts-13973558.html,https://www.firstpost.com/world/fed-holds-interest-rates-steady-resists-trumps-pressure-for-cuts-13973558.html/amp,"Fed holds interest rates steady , resists Trump pressure for cuts – Firstpost",20260128T200000Z,"https://images.firstpost.com/uploads/2025/03/Powell1200-2025-03-fdddce7a9e28d45a438c15d9ba50b0b2.jpg?im=FitAndFill=(1200,675)",firstpost.com,English,India,fed holds interest rates steady  resists trump pressure for cuts  firstpost,firstpost.com,neutral,0.4743300676345825
https://www.channelnewsasia.com/business/stocks-us-fed-cut-rate-reserve-powell-trump-5892231,,"US Fed holds interest rates steady , defying Trump pressure",20260129T021500Z,"https://dam.mediacorp.sg/image/upload/s--553OzkQA--/c_crop,h_576,w_1024,x_0,y_0/c_fill,g_auto,h_338,w_600/fl_relative,g_south_east,l_mediacorp:cna:watermark:2023-11:afp_watermark_14112023,w_0.1/f_auto,q_auto/v1/mediacorp/cna/image/2025/12/11/jerome_powell_us_fed_afp.jpg?itok=prsFiVLI",channelnewsasia.com,English,United States,us fed holds interest rates steady  defying trump pressure,channelnewsasia.com,neutral,0.5081688165664673
https://www.fxstreet.com/news/eur-usd-climbs-toward-11870-as-dollar-sinks-on-geopolitical-jitters-202601262251,https://www.fxstreet.com/amp/news/eur-usd-climbs-toward-11870-as-dollar-sinks-on-geopolitical-jitters-202601262251,EUR / USD climbs toward 1 . 1870 as Dollar sinks on geopolitical jitters,20260127T010000Z,https://editorial.fxsstatic.com/images/i/EURUSD-bullish-line_Medium.png,fxstreet.com,English,China,eur  usd climbs toward 1  1870 as dollar sinks on geopolitical jitters,fxstreet.com,negative,0.778274655342102
https://www.fxstreet.com/news/banxico-minutes-board-turns-cautious-on-future-rate-moves-202601082245,https://www.fxstreet.com/amp/news/banxico-minutes-board-turns-cautious-on-future-rate-moves-202601082245,Banxico minutes : Board turns cautious on future rate moves,20260108T233000Z,https://editorial.fxsstatic.com/images/i/mexico-bank-02_Medium.jpg,fxstreet.com,English,China,banxico minutes  board turns cautious on future rate moves,fxstreet.com,negative,0.6756189465522766
https://www.morningstar.com/markets/fed-may-be-pause-it-may-not-be-done-cutting-rates,,"The Fed May Be on Pause , but It May Not Be Done Cutting Rates",20260129T014500Z,https://morningstar-morningstar-prod.web.arc-cdn.net/resizer/JG000yqoaEnbiJerRA6uGeSuKvU=/2400x1350/cloudfront-us-east-1.images.arcpublishing.com/morningstar/ULITD4RORNBK5F7RCOYNXBAHGU.jpg,morningstar.com,English,China,the fed may be on pause  but it may not be done cutting rates,morningstar.com,negative,0.4947274625301361
https://theconversation.com/why-central-bankers-look-to-the-stars-when-setting-interest-rates-270052,,Why central bankers look to the  star when setting interest rates,20260101T233000Z,https://images.theconversation.com/files/705482/original/file-20251201-56-ofhfre.jpg?ixlib=rb-4.1.0&rect=0%2C294%2C3000%2C1500&q=45&auto=format&fit=crop,theconversation.com,English,Australia,why central bankers look to the  star when setting interest rates,theconversation.com,neutral,0.9033761024475098
https://www.fxstreet.com/analysis/eur-usd-forecast-euro-bulls-show-no-interest-202601020649,https://www.fxstreet.com/amp/analysis/eur-usd-forecast-euro-bulls-show-no-interest-202601020649,EUR / USD Forecast : Euro bulls show no interest,20260102T084500Z,https://editorial.fxsstatic.com/images/i/eur-usd-fix-02_Medium.jpg,fxstreet.com,English,China,eur  usd forecast  euro bulls show no interest,fxstreet.com,neutral,0.7051587104797363
https://www.fxstreet.com/news/eur-gbp-holds-gains-above-08650-after-uk-employment-data-202601200721,https://www.fxstreet.com/amp/news/eur-gbp-holds-gains-above-08650-after-uk-employment-data-202601200721,EUR / GBP holds gains above 0 . 8650 after united kingdom employment data,20260120T081500Z,https://editorial.fxsstatic.com/images/i/EUR-bullish-chart_Medium.png,fxstreet.com,English,China,eur  gbp holds gains above 0  8650 after united kingdom employment data,fxstreet.com,positive,0.7536778450012207
https://www.fxstreet.com/news/eur-usd-gains-above-11600-as-europe-pushes-back-on-trumps-tariff-threat-202601190436,https://www.fxstreet.com/amp/news/eur-usd-gains-above-11600-as-europe-pushes-back-on-trumps-tariff-threat-202601190436,Euro gains above 1 . 1600 as Europe pushes back on Trump tariff threat,20260119T050000Z,https://editorial.fxsstatic.com/images/i/EUR-bullish-line_Medium.png,fxstreet.com,English,China,euro gains above 1  1600 as europe pushes back on trump tariff threat,fxstreet.com,positive,0.6698318719863892
https://www.afr.com/world/north-america/fed-policymakers-vote-to-hold-rates-steady-20260129-p5nxue,,"Federal Reserve interest rates : US central bank held borrowing costs steady , pointing to  solid  economic growth",20260128T221500Z,https://static.ffx.io/images/$zoom_0.1765%2C$multiply_4%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_0/t_crop_custom/c_scale%2Cw_800%2Cq_88%2Cf_jpg/t_afr_no_label_no_age_social_wm/002cea082d3ae7490cba91e9746a51c9b2e6fa49,afr.com,English,Australia,federal reserve interest rates  us central bank held borrowing costs steady  pointing to  solid  economic growth,afr.com,positive,0.9022049903869629
https://voiceofvienna.org/the-european-central-bank-says-things-are-relatively-stable-in-europe-for-now-but-its-keeping-a-nervous-eye-on-the-united-states/,,"The European Central Bank says things are relatively stable in Europe for now , but it keeping a nervous eye on the United States . ",20260117T153000Z,https://voiceofvienna.org/wp-content/uploads/2025/01/ECB.jpg,voiceofvienna.org,English,Pakistan,the european central bank says things are relatively stable in europe for now  but it keeping a nervous eye on the united states,voiceofvienna.org,neutral,0.387817919254303
https://www.forbes.com/sites/tylerroush/2026/01/29/trump-claims-us-should-pay-worlds-lowest-interest-rates-after-fed-paused-cuts/,,Trump Says US Should Pay World Lowest Interest Rates Calls Powell A  Moron  ,20260129T141500Z,"https://imageio.forbes.com/specials-images/imageserve/691e0e7c69c47b76b76f96af/0x0.jpg?format=jpg&crop=1660,933,x0,y0,safe&fit=bounds",forbes.com,English,United States,trump says us should pay world lowest interest rates calls powell a  moron,forbes.com,negative,0.8759980201721191
http://www.econotimes.com/FxWirePro-EUR-NZD-edges-higher-but-bulls-lack-punch-1732029,,FxWirePro : EUR / NZD edges higher but bulls lack punch,20260128T031500Z,https://f1.econotimes.com/2026/01/gy14fy7mdg.jpg,econotimes.com,English,United States,fxwirepro  eur  nzd edges higher but bulls lack punch,econotimes.com,positive,0.5877243280410767
https://abcnews.go.com/Business/stock-market-shrugging-off-criminal-probe-fed-chair/story?id=129160781,https://abcnews.go.com/amp/Business/stock-market-shrugging-off-criminal-probe-fed-chair/story?id=129160781,Why is the stock market shrugging off the criminal probe into Fed Chair Powell ? ,20260113T230000Z,https://i.abcnewsfe.com/a/1437d0e1-5a51-454a-9481-8803606c96f8/nyse-rt-jef-260113_1768331777553_hpMain_16x9.jpg,abcnews.go.com,English,United States,why is the stock market shrugging off the criminal probe into fed chair powell,abcnews.go.com,neutral,0.6152870059013367
https://www.fxstreet.com/news/eur-usd-remains-steady-near-four-year-highs-despite-fed-hawkishness-202601290927,https://www.fxstreet.com/amp/news/eur-usd-remains-steady-near-four-year-highs-despite-fed-hawkishness-202601290927,EUR / USD steadies near long - term highs amid a vulnerable US Dollar,20260129T100000Z,https://editorial.fxsstatic.com/images/i/eur-usd-fix-01_Medium.jpg,fxstreet.com,English,China,eur  usd steadies near long  term highs amid a vulnerable us dollar,fxstreet.com,positive,0.5578858256340027
https://finance.yahoo.com/news/heres-federal-expected-cut-interest-093600060.html,,"Here When the Federal Reserve Is Expected to Cut Interest Rates in 2026 , and What It Means for the Stock Market",20260105T104500Z,https://s.yimg.com/ny/api/res/1.2/2_COrk8Ys31WmyRt8OmWDQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03Njg-/https://media.zenfs.com/en/motleyfool.com/8e181baac78efb0e8ba528a6cffc3985,finance.yahoo.com,English,United States,here when the federal reserve is expected to cut interest rates in 2026  and what it means for the stock market,finance.yahoo.com,neutral,0.6872400045394897
https://www.morningstar.com/news/marketwatch/20260114503/your-wealth-and-investments-are-on-the-line-if-trump-torpedoes-the-feds-independence,,Your wealth and investments are on the line if Trump torpedoes the Fed independence,20260115T031500Z,https://images.contentstack.io/v3/assets/blt4eb669caa7dc65b2/blta7dd42ebdd7b93b8/61899b34a3c7df383578294c/morningstar-og.png,morningstar.com,English,China,your wealth and investments are on the line if trump torpedoes the fed independence,morningstar.com,neutral,0.9329019784927368
https://economictimes.indiatimes.com/news/international/us/fed-rate-cuts-expected-in-2026-as-congressional-budget-office-warns-of-slower-growth-and-costlier-mortgages/articleshow/126422520.cms,https://m.economictimes.com/news/international/us/fed-rate-cuts-expected-in-2026-as-congressional-budget-office-warns-of-slower-growth-and-costlier-mortgages/amp_articleshow/126422520.cms,rate cuts 2026 : Fed rate cuts expected in 2026 as Congressional Budget Office warns of slower growth and costlier mortgages,20260108T233000Z,"https://img.etimg.com/thumb/msid-126422520,width-1200,height-630,imgsize-98818,overlay-economictimes/articleshow.jpg",economictimes.indiatimes.com,English,India,rate cuts 2026  fed rate cuts expected in 2026 as congressional budget office warns of slower growth and costlier mortgages,economictimes.indiatimes.com,negative,0.8676562905311584
https://www.theglobeandmail.com/business/article-boc-and-fed-expected-to-hold-interest-rates-steady-as-trade/,,BoC and Fed expected to hold interest rates steady as trade uncertainty continues,20260126T194500Z,https://www.theglobeandmail.com/resizer/v2/2KQP23PVBFCWZH7AORDVPGHAUA.JPG?auth=0578d5d1fb1fdf2353413e4c5a06c00da0decee983dceb6b375857132608dd23&quality=80&smart=true,theglobeandmail.com,English,Canada,boc and fed expected to hold interest rates steady as trade uncertainty continues,theglobeandmail.com,negative,0.5039710998535156
https://www.fxstreet.com/news/eur-usd-slides-for-third-day-as-strong-us-data-lifts-dollar-202601072230,https://www.fxstreet.com/amp/news/eur-usd-slides-for-third-day-as-strong-us-data-lifts-dollar-202601072230,EUR / USD slides for third day as strong US data lifts Dollar,20260107T231500Z,https://editorial.fxsstatic.com/images/i/EURUSD-bearish-line_Medium.png,fxstreet.com,English,China,eur  usd slides for third day as strong us data lifts dollar,fxstreet.com,negative,0.8687024712562561
"https://home.nzcity.co.nz/news/article.aspx?id=437946&fm=psp,tsf",,Why the world central bankers had to speak up against Trump attacks on the Fed - 14 - Jan - 2026,20260114T074500Z,,home.nzcity.co.nz,English,New Zealand,why the world central bankers had to speak up against trump attacks on the fed  14  jan  2026,home.nzcity.co.nz,neutral,0.8830626606941223
https://vietnamnet.vn/en/global-economy-in-2025-inflation-cools-metals-soar-risks-intensify-2478375.html,,"Global economy in 2025 : Inflation cools , metals soar , risks intensify",20260102T113000Z,https://static-images.vnncdn.net/vps_images_publish/000001/00000Q/2026/1/2/global-economy-in-2025-inflation-cools-metals-soar-risks-intensify-90d97c26841441fdbceff2f72c83d040-992.png?&s=Vo5fB1qnmmlEy5k7YRPnEA,vietnamnet.vn,English,Vietnam,global economy in 2025  inflation cools  metals soar  risks intensify,vietnamnet.vn,negative,0.5355757474899292
https://www.moneycontrol.com/news/business/tense-fed-is-set-to-lead-global-peers-with-interest-rate-hold-13789758.html,https://www.moneycontrol.com/news/business/tense-fed-is-set-to-lead-global-peers-with-interest-rate-hold-13789758.html/amp,Tense Fed is set to lead global peers with interest - rate hold,20260125T023000Z,https://images.moneycontrol.com/static-mcnews/2025/12/20251229231721_446911772.jpg,moneycontrol.com,English,India,tense fed is set to lead global peers with interest  rate hold,moneycontrol.com,neutral,0.6347432136535645
https://dailycaller.com/2026/01/01/economy-trump-2025-tariffs-tax-cuts-federal-workers/,,Here How The US Economy Really Fared Under Trump In 2025,20260101T183000Z,"https://images.dailycaller.com/image/width=1280,height=549,fit=cover,format=webp,f=auto/https://cdn01.dailycaller.com/wp-content/uploads/2025/12/GettyImages-2252102303-scaled-e1767110662586.jpg",dailycaller.com,English,United States,here how the us economy really fared under trump in 2025,dailycaller.com,neutral,0.7590427398681641
https://thebusinessjournal.com/blog-interfering-with-the-fed-is-a-risk-we-cant-afford/,,BLOG : Interfering with the Fed is a risk we cant afford,20260129T020000Z,https://thebusinessjournal.com/wp-content/uploads/2026/01/oped-Samuel-M-photo-e1769639017207.png,thebusinessjournal.com,English,United States,blog  interfering with the fed is a risk we cant afford,thebusinessjournal.com,neutral,0.6631805300712585
https://www.knzr.com/syndicated-article/?id=1651669,,US economy grew more than expected in 3rd quarter,20260108T224500Z,https://s3.amazonaws.com/syndication.abcaudio.com/files/2025-12-23/GETTYRF_3123_ShoppingCartGroceries%20%282%29.jpg?icb=1767911551,knzr.com,English,United States,us economy grew more than expected in 3rd quarter,knzr.com,positive,0.9508666396141052
https://www.fxstreet.com/news/eur-usd-flat-around-11650-as-hot-us-ppi-geopolitics-freeze-trade-202601142328,https://www.fxstreet.com/amp/news/eur-usd-flat-around-11650-as-hot-us-ppi-geopolitics-freeze-trade-202601142328,"EUR / USD flat around 1 . 1650 as hot US PPI , geopolitics freeze trade",20260115T020000Z,https://editorial.fxsstatic.com/images/i/eur-usd-fix-01_Medium.jpg,fxstreet.com,English,China,eur  usd flat around 1  1650 as hot us ppi  geopolitics freeze trade,fxstreet.com,negative,0.7826247215270996
https://www.fxstreet.com/news/eur-usd-recovers-from-intraday-lows-after-weak-us-ism-pmi-202601051611,https://www.fxstreet.com/amp/news/eur-usd-recovers-from-intraday-lows-after-weak-us-ism-pmi-202601051611,EUR / USD recovers from intraday lows after weak US ISM PMI,20260105T191500Z,https://editorial.fxsstatic.com/images/i/EURUSD-bullish-line_Medium.png,fxstreet.com,English,China,eur  usd recovers from intraday lows after weak us ism pmi,fxstreet.com,negative,0.6611960530281067
https://www.fx-mm.com/resources/central-banks/,,Central Banks Guide : The Institutions That Shape Forex,20260119T131500Z,,fx-mm.com,English,United Kingdom,central banks guide  the institutions that shape forex,fx-mm.com,neutral,0.9398800730705261
https://www.forbes.com/sites/brandonkochkodin/2026/01/14/why-trumps-threats-to-fed-independence-arent-tanking-stocks/,,Why Trump Fight With Powell Isnt Shaking The Stock Market,20260114T121500Z,https://imageio.forbes.com/specials-images/imageserve/6966bd53f0d4d2c47b591d61/0x0.jpg?format=jpg&fit=bounds,forbes.com,English,United States,why trump fight with powell isnt shaking the stock market,forbes.com,neutral,0.5417086482048035
https://finance.yahoo.com/news/fed-split-deepens-miran-calls-020300970.html,,Fed split deepens as Miran calls for 1 . 5 - point rate cut,20260109T023000Z,https://media.zenfs.com/en/thestreet_881/0f1e55a7bfa24b24fab685bdd212c654,finance.yahoo.com,English,United States,fed split deepens as miran calls for 1  5  point rate cut,finance.yahoo.com,negative,0.507849395275116
https://www.zerohedge.com/economics/tax-cuts-tariff-stability-us-economy-poised-solid-growth-2026,,From Tax - Cuts To Tariff - Stability : US Economy Poised For Solid Growth In 2026,20251231T014500Z,https://assets.zerohedge.com/s3fs-public/styles/16_9_max_700/public/2025-12/image%20-%202025-12-30T092000.885.jpg?itok=KX6JTHxO,zerohedge.com,English,United States,from tax  cuts to tariff  stability  us economy poised for solid growth in 2026,zerohedge.com,positive,0.943075954914093
https://www.marketscreener.com/news/cook-case-could-lead-to-cause-protections-for-fed-or-a-roadmap-for-dismissals-ce7e58dfd18bf325,,"Cook case could lead to  cause  protections for Fed , or a roadmap for dismissals",20260119T114500Z,https://cdn.zonebourse.com/static/resize/0/0/images/reuters/2025-11/2025-11-17T210234Z_1_LYNXMPELAG12X_RTROPTP_4_USA-FED-COOK.JPG,marketscreener.com,English,,cook case could lead to  cause  protections for fed  or a roadmap for dismissals,marketscreener.com,negative,0.9397184252738953
https://www.baltimoresun.com/2026/01/12/why-the-federal-reserve-is-independent/,,Why the Federal Reserve has historically been independent of politics,20260112T174500Z,https://www.baltimoresun.com/wp-content/uploads/2026/01/Trump_Federal_Reserve_Chair_39895-1.jpg,baltimoresun.com,English,United States,why the federal reserve has historically been independent of politics,baltimoresun.com,neutral,0.9213318824768066
https://www.ocregister.com/2026/01/12/why-the-federal-reserve-is-independent/,,Why the Federal Reserve has historically been independent of politics,20260112T180000Z,https://www.ocregister.com/wp-content/uploads/2026/01/Trump_Federal_Reserve_Chair_39895-1.jpg,ocregister.com,English,United States,why the federal reserve has historically been independent of politics,ocregister.com,neutral,0.9213318824768066
https://www.sandiegouniontribune.com/2026/01/12/why-the-federal-reserve-is-independent/,,Why the Federal Reserve has historically been independent of politics,20260112T183000Z,https://www.sandiegouniontribune.com/wp-content/uploads/2026/01/Trump_Federal_Reserve_Chair_39895-1.jpg,sandiegouniontribune.com,English,United States,why the federal reserve has historically been independent of politics,sandiegouniontribune.com,neutral,0.9213318824768066
https://www.nbcnewyork.com/news/politics/why-federal-reserve-independent-of-white-house/6442786/,https://www.nbcnewyork.com/news/politics/why-federal-reserve-independent-of-white-house/6442786/?amp=1,Why the Federal Reserve independence is guarded so closely – NBC New York,20260113T014500Z,https://media.nbcnewyork.com/2026/01/INDEPENDENT-FED.jpg?quality=85&strip=all,nbcnewyork.com,English,United States,why the federal reserve independence is guarded so closely  nbc new york,nbcnewyork.com,neutral,0.8392207622528076
https://www.pilotonline.com/2026/01/12/why-the-federal-reserve-is-independent/,,Why the Federal Reserve has historically been independent of politics,20260112T183000Z,https://www.pilotonline.com/wp-content/uploads/2026/01/Trump_Federal_Reserve_Chair_39895-1.jpg,pilotonline.com,English,United States,why the federal reserve has historically been independent of politics,pilotonline.com,neutral,0.9213318824768066
